PROCEDURE_CODE,DRUG_NAME_WITH_FORM_STRENGTH,DOSAGE_FORM,CLAIM_COUNT,CLAIMS_FREQUENCY_PERCENTAGE,DISTINCT_MEMBERS,MEMBER_PERCENTAGE,TOTAL_BENEFIT_AMOUNT,BENEFIT_PERCENTAGE
63629755903,Desvenlafaxine Succinate ER 100MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  27 ,0.00%
31722041901,Lisinopril 10MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
60505611600,Regadenoson 0.4MG/5ML Solution,SOLN,1,0.00%,1,0.00%,  27 ,0.00%
43598000110,Venlafaxine HCl ER 75MG Capsule Extended Release 24 Hour,CP24,1,0.00%,1,0.00%,  27 ,0.00%
50090121401,Venlafaxine HCl ER 75MG Capsule Extended Release 24 Hour,CP24,1,0.00%,1,0.00%,  27 ,0.00%
71205026190,Levothyroxine Sodium 88MCG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
00527328146,Levothyroxine Sodium 50MCG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
08484081028,Prodigy Twist Top Lancets 28G  Miscellaneous,MISC,3,0.00%,1,0.00%,  27 ,0.00%
51991080990,L-Methylfolate 15MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
00093735201,Calcitriol 0.25MCG Capsule,CAPS,1,0.00%,1,0.00%,  27 ,0.00%
14539067501,hydrOXYzine Pamoate 50MG Capsule,CAPS,1,0.00%,1,0.00%,  27 ,0.00%
14539067505,hydrOXYzine Pamoate 50MG Capsule,CAPS,1,0.00%,1,0.00%,  27 ,0.00%
71288041505,Glycopyrrolate 1MG/5ML Solution,SOLN,1,0.00%,1,0.00%,  26 ,0.00%
57664033988,Amphetamine-Dextroamphet ER 20MG Capsule Extended Release 24 Hour,CP24,1,0.00%,1,0.00%,  26 ,0.00%
72603028601,Testosterone Cypionate 200MG/ML Solution,SOLN,2,0.00%,1,0.00%,  26 ,0.00%
68001036503,metroNIDAZOLE 500MG Tablet,TABS,2,0.00%,2,0.00%,  26 ,0.00%
68462010805,Topiramate 25MG Tablet,TABS,3,0.00%,2,0.00%,  26 ,0.00%
71610065260,metFORMIN HCl ER 500MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  26 ,0.00%
69315028805,Fenofibrate 145MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
00904716104,Fenofibrate 145MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
00168005515,Betamethasone Dipropionate 0.05% Cream,CREA,1,0.00%,1,0.00%,  26 ,0.00%
65162010111,Gabapentin 100MG Capsule,CAPS,2,0.00%,1,0.00%,  26 ,0.00%
68084061021,Oxybutynin Chloride ER 10MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  26 ,0.00%
63629234201,Lansoprazole 30MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  26 ,0.00%
31722057190,Lansoprazole 30MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  26 ,0.00%
43353031245,Temazepam 15MG Capsule,CAPS,2,0.00%,1,0.00%,  26 ,0.00%
64980020905,Oxybutynin Chloride ER 5MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  26 ,0.00%
54868579900,#N/A,#N/A,3,0.00%,2,0.00%,  26 ,0.00%
67877046390,Pregabalin 50MG Capsule,CAPS,1,0.00%,1,0.00%,  26 ,0.00%
49999012814,FLUoxetine HCl 20MG Capsule,CAPS,2,0.00%,1,0.00%,  26 ,0.00%
62332004230,Irbesartan 150MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
00093172301,Warfarin Sodium 7.5MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
47335093890,Azelastine HCl 0.05% Solution,SOLN,1,0.00%,1,0.00%,  26 ,0.00%
69367013705,Acyclovir 400MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
65862020901,Minocycline HCl 50MG Capsule,CAPS,2,0.00%,1,0.00%,  26 ,0.00%
43547033850,Benazepril HCl 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
10135069205,Amantadine HCl 100MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
70756080751,Lansoprazole 30MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  26 ,0.00%
50090607701,Rosuvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
50228011990,Rosuvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
57237017130,Rosuvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
43353024518,Rosuvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
61314064305,Tobramycin 0.3% Solution,SOLN,2,0.00%,2,0.00%,  26 ,0.00%
16729016801,Escitalopram Oxalate 5MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
16571075510,Escitalopram Oxalate 5MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
47781047013,Oseltamivir Phosphate 75MG Capsule,CAPS,1,0.00%,1,0.00%,  26 ,0.00%
72789023930,Potassium Chloride Crys ER 20MEQ Tablet Extended Release,TBCR,2,0.00%,2,0.00%,  26 ,0.00%
16714049602,Clotrimazole-Betamethasone 1-0.05% Cream,CREA,2,0.00%,2,0.00%,  26 ,0.00%
70436018301,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  26 ,0.00%
75834029100,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  26 ,0.00%
31722095105,oxyCODONE-Acetaminophen 10-325MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
87701042739,GNP True Metrix Air Meter w/Device Kit,KIT,1,0.00%,1,0.00%,  26 ,0.00%
67877069701,Chlorthalidone 50MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
55150019410,Esmolol HCl 100MG/10ML Solution,SOLN,2,0.00%,2,0.00%,  26 ,0.00%
50090292500,Polymyxin B-Trimethoprim 10000-0.1UNIT/ML-% Solution,SOLN,2,0.00%,2,0.00%,  26 ,0.00%
00603243421,Benztropine Mesylate 1MG Tablet,TABS,3,0.00%,2,0.00%,  26 ,0.00%
71335013503,buPROPion HCl ER (SR) 150MG Tablet Extended Release 12 HR,TB12,1,0.00%,1,0.00%,  26 ,0.00%
00093867578,Amoxicillin-Pot Clavulanate 600-42.9MG/5ML Suspension Reconstituted,SUSR,1,0.00%,1,0.00%,  26 ,0.00%
50090304400,Fenofibrate 145MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
55700084730,Escitalopram Oxalate 10MG Tablet,TABS,2,0.00%,2,0.00%,  26 ,0.00%
52959009603,Triamcinolone Acetonide 0.1% Cream,CREA,1,0.00%,1,0.00%,  26 ,0.00%
76282042105,Lisinopril 30MG Tablet,TABS,2,0.00%,2,0.00%,  26 ,0.00%
63323046237,Sensorcaine-MPF/EPINEPHrine 0.5%-1:200000 Solution,SOLN,4,0.00%,4,0.01%,  26 ,0.00%
00299591045,Differin 0.1% Gel,GEL,1,0.00%,1,0.00%,  26 ,0.00%
72789026314,valACYclovir HCl 500MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
65162069179,Ondansetron HCl 4MG/5ML Solution,SOLN,2,0.00%,2,0.00%,  26 ,0.00%
66993096045,metroNIDAZOLE 0.75% Cream,CREA,1,0.00%,1,0.00%,  26 ,0.00%
69315028809,Fenofibrate 145MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
31722016860,DULoxetine HCl 20MG Capsule Delayed Release Particles,CPEP,1,0.00%,1,0.00%,  26 ,0.00%
16729041401,Doxazosin Mesylate 2MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
16714064603,Pioglitazone HCl 30MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
49999015330,methylPREDNISolone 4MG Tablet,TABS,4,0.00%,4,0.01%,  26 ,0.00%
67877051310,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
16714017501,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
43353082615,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
68788809401,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
51079021001,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
70377002911,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
70934009130,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
43598083290,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
72603028403,Atorvastatin Calcium 40MG Tablet,TABS,3,0.00%,1,0.00%,  26 ,0.00%
70756024951,Atorvastatin Calcium 40MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
82009011801,metFORMIN HCl ER 750MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  26 ,0.00%
42385097801,metFORMIN HCl ER 750MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  26 ,0.00%
00378018101,Allopurinol 300MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
65162075750,Divalproex Sodium ER 500MG Tablet Extended Release 24 HR,TB24,2,0.00%,1,0.00%,  26 ,0.00%
16714085302,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  26 ,0.00%
65862000805,metFORMIN HCl 500MG Tablet,TABS,1,0.00%,1,0.00%,  26 ,0.00%
65862069920,Cefuroxime Axetil 250MG Tablet,TABS,2,0.00%,2,0.00%,  26 ,0.00%
65862024605,levETIRAcetam 500MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
47781001201,Hyoscyamine Sulfate 0.125MG Tablet Disintegrating,TBDP,1,0.00%,1,0.00%,  25 ,0.00%
43547005003,Tadalafil 10MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
82009007905,Tadalafil 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
43547005103,Tadalafil 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
16714072003,FLUoxetine HCl 10MG Capsule,CAPS,5,0.00%,3,0.01%,  25 ,0.00%
51672130005,Ammonium Lactate 12% Lotion,LOTN,3,0.00%,2,0.00%,  25 ,0.00%
00591544221,predniSONE 10MG (21) Tablet Therapy Pack,TBPK,1,0.00%,1,0.00%,  25 ,0.00%
59651006605,Olopatadine HCl 0.2% Solution,SOLN,1,0.00%,1,0.00%,  25 ,0.00%
42799095901,Isosorbide Mononitrate ER 60MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  25 ,0.00%
00143992950,Ciprofloxacin HCl 750MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
72162180205,methIMAzole 5MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
31722095005,oxyCODONE-Acetaminophen 7.5-325MG Tablet,TABS,2,0.00%,1,0.00%,  25 ,0.00%
70934016130,Pravastatin Sodium 40MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
63629883501,Pravastatin Sodium 40MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
31722042505,Atorvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
16571016701,Doxazosin Mesylate 4MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
71610023702,Sildenafil Citrate 100MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
51672412301,carBAMazepine ER 100MG Tablet Extended Release 12 HR,TB12,1,0.00%,1,0.00%,  25 ,0.00%
42806001101,Sulindac 200MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
70954006010,predniSONE 20MG Tablet,TABS,6,0.01%,4,0.01%,  25 ,0.00%
62175011832,Omeprazole 20MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  25 ,0.00%
63304098710,Potassium Chloride Crys ER 20MEQ Tablet Extended Release,TBCR,1,0.00%,1,0.00%,  25 ,0.00%
68462039601,Omeprazole 20MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  25 ,0.00%
00904722461,Folic Acid 1MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
72189000401,Fluticasone Propionate 50MCG/ACT Suspension,SUSP,4,0.00%,4,0.01%,  25 ,0.00%
52817081615,Acetic Acid 2% Solution,SOLN,1,0.00%,1,0.00%,  25 ,0.00%
56151146101,ReliOn True Metrix Test Strips  Strip,STRP,1,0.00%,1,0.00%,  25 ,0.00%
50090255503,Carvedilol 12.5MG Tablet,TABS,2,0.00%,2,0.00%,  25 ,0.00%
66794002225,Sevoflurane  Solution,SOLN,3,0.00%,3,0.01%,  25 ,0.00%
00378181577,Levothyroxine Sodium 150MCG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
00781518792,Levothyroxine Sodium 150MCG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
71335203806,Gabapentin 800MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
00904629161,Atorvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
50228045205,Atorvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
63304082805,Atorvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
75834025650,Atorvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
69367016504,Ferrous Gluconate 324 (38 Fe)MG Tablet,TABS,3,0.00%,3,0.01%,  25 ,0.00%
68788632608,Pantoprazole Sodium 40MG Tablet Delayed Release,TBEC,1,0.00%,1,0.00%,  25 ,0.00%
69339017441,Nitroglycerin 0.4MG Tablet Sublingual,SUBL,2,0.00%,2,0.00%,  25 ,0.00%
63629869701,Nystop 100000UNIT/GM Powder,POWD,1,0.00%,1,0.00%,  25 ,0.00%
00093206801,Doxazosin Mesylate 4MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
00555060702,Megestrol Acetate 40MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
74312052807,Vitamin D3 50 MCG(2000 UT) Capsule,CAPS,3,0.00%,3,0.01%,  25 ,0.00%
68308050547,oxyCODONE HCl 5MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
00527135001,Levothyroxine Sodium 175MCG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
68462025301,rOPINIRole HCl 0.25MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
45802056201,Clindamycin Phosphate 1% Solution,SOLN,2,0.00%,1,0.00%,  25 ,0.00%
51672408104,Clindamycin Phosphate 1% Solution,SOLN,1,0.00%,1,0.00%,  25 ,0.00%
43547027511,Donepezil HCl 5MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
50102023513,VyLibra 0.25-35MG-MCG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
57237021930,Pioglitazone HCl 15MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
42806008660,busPIRone HCl 30MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
43063074330,Omeprazole 20MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  25 ,0.00%
50090175902,ALPRAZolam 0.5MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
47781065710,Levothyroxine Sodium 125MCG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
16571071650,traMADol HCl 50MG Tablet,TABS,3,0.00%,3,0.01%,  25 ,0.00%
23155050205,hydrOXYzine HCl 50MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
50090340201,Ezetimibe 10MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
51660020090,Ezetimibe 10MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
68788633301,Losartan Potassium 100MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
59651039401,Baclofen 10MG Tablet,TABS,2,0.00%,2,0.00%,  25 ,0.00%
71335005204,Esomeprazole Magnesium 40MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  25 ,0.00%
65862007601,Ciprofloxacin HCl 250MG Tablet,TABS,3,0.00%,3,0.01%,  25 ,0.00%
00409909428,fentaNYL Citrate (PF) 500MCG/10ML Solution,SOLN,1,0.00%,1,0.00%,  25 ,0.00%
66267071221,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
68788794709,Rosuvastatin Calcium 10MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
50090652901,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
59651087350,Ciprofloxacin HCl 750MG Tablet,TABS,1,0.00%,1,0.00%,  25 ,0.00%
31722001805,Famotidine 40MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
33342005515,Pioglitazone HCl 30MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
52959071360,busPIRone HCl 15MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
68180097309,Levothyroxine Sodium 150MCG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
63187091890,Losartan Potassium-HCTZ 100-12.5MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
50090723900,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  24 ,0.00%
47781001301,Hyoscyamine Sulfate 0.125MG Tablet,TABS,2,0.00%,2,0.00%,  24 ,0.00%
43547004950,Tadalafil 5MG Tablet,TABS,2,0.00%,1,0.00%,  24 ,0.00%
68788853901,Triamterene-HCTZ 75-50MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
60505265705,Triamterene-HCTZ 75-50MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
00143958501,Glycopyrrolate 1MG/5ML Solution,SOLN,1,0.00%,1,0.00%,  24 ,0.00%
70069001125,Glycopyrrolate 0.2MG/ML Solution,SOLN,1,0.00%,1,0.00%,  24 ,0.00%
65162071003,Colchicine 0.6MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
00143952501,Dexmedetomidine HCl in NaCl 400MCG/100ML Solution,SOLN,1,0.00%,1,0.00%,  24 ,0.00%
29300047716,busPIRone HCl 15MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
43547035610,Lisinopril 40MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
43547041911,Lisinopril 40MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
59651072401,clonazePAM 2MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
50090332700,Estradiol 0.1MG/GM Cream,CREA,1,0.00%,1,0.00%,  24 ,0.00%
58118998404,Triamcinolone Acetonide 0.1% Cream,CREA,2,0.00%,2,0.00%,  24 ,0.00%
55111072590,Montelukast Sodium 10MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
00143925110,Rocuronium Bromide 100MG/10ML Solution,SOLN,3,0.00%,3,0.01%,  24 ,0.00%
00143953225,Dexmedetomidine HCl 200MCG/2ML Solution,SOLN,1,0.00%,1,0.00%,  24 ,0.00%
65162003310,Acetaminophen-Codeine #3 300-30MG Tablet,TABS,8,0.01%,8,0.01%,  24 ,0.00%
33342032780,Triamcinolone Acetonide 0.025% Cream,CREA,1,0.00%,1,0.00%,  24 ,0.00%
71205067760,Pregabalin 75MG Capsule,CAPS,2,0.00%,1,0.00%,  24 ,0.00%
71335013505,buPROPion HCl ER (SR) 150MG Tablet Extended Release 12 HR,TB12,3,0.00%,1,0.00%,  24 ,0.00%
47781065410,Levothyroxine Sodium 112MCG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
00781520931,valACYclovir HCl 1GM Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
54629064501,Ferrous Gluconate 324 (37.5 Fe)MG Tablet,TABS,3,0.00%,1,0.00%,  24 ,0.00%
62559042201,Hyoscyamine Sulfate 0.125MG Tablet Disintegrating,TBDP,2,0.00%,2,0.00%,  24 ,0.00%
00228308406,ALPRAZolam ER 1MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  24 ,0.00%
00713032615,Betamethasone Valerate 0.1% Cream,CREA,1,0.00%,1,0.00%,  24 ,0.00%
50090325700,Nystatin 100000UNIT/ML Suspension,SUSP,1,0.00%,1,0.00%,  24 ,0.00%
53483000814,VivaGuard Lancets  Miscellaneous,MISC,2,0.00%,1,0.00%,  24 ,0.00%
59630075050,Methylin 5MG/5ML Solution,SOLN,1,0.00%,1,0.00%,  24 ,0.00%
62135081347,Nystatin 100000UNIT/ML Suspension,SUSP,1,0.00%,1,0.00%,  24 ,0.00%
65862090805,Celecoxib 100MG Capsule,CAPS,4,0.00%,1,0.00%,  24 ,0.00%
68382012205,amLODIPine Besylate 5MG Tablet,TABS,2,0.00%,2,0.00%,  24 ,0.00%
13668008190,Montelukast Sodium 10MG Tablet,TABS,2,0.00%,2,0.00%,  24 ,0.00%
68001036105,Montelukast Sodium 10MG Tablet,TABS,2,0.00%,2,0.00%,  24 ,0.00%
72888003600,Carvedilol 12.5MG Tablet,TABS,2,0.00%,1,0.00%,  24 ,0.00%
45802043732,Clobetasol Propionate 0.05% Foam,FOAM,1,0.00%,1,0.00%,  24 ,0.00%
47781066810,Levothyroxine Sodium 200MCG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
65862005390,Simvastatin 40MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
40985027292,D-1000 Extra Strength 25 MCG(1000 UT) Tablet,TABS,3,0.00%,2,0.00%,  24 ,0.00%
70954051810,Lidocaine HCl 4% Solution,SOLN,2,0.00%,2,0.00%,  24 ,0.00%
53885027810,OneTouch UltraSoft 2 Lancets  Miscellaneous,MISC,2,0.00%,2,0.00%,  24 ,0.00%
71288043382,Enoxaparin Sodium 40MG/0.4ML Solution Prefilled Syringe,SOSY,2,0.00%,1,0.00%,  24 ,0.00%
57237022301,Ramipril 2.5MG Capsule,CAPS,4,0.00%,1,0.00%,  24 ,0.00%
70710116200,Meclizine HCl 25MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
00093342101,Cyclobenzaprine HCl 7.5MG Tablet,TABS,2,0.00%,2,0.00%,  24 ,0.00%
67877041690,Valsartan 80MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
76518006050,BProtected Pedia Iron 75 (15 Fe)MG/ML Solution,SOLN,1,0.00%,1,0.00%,  24 ,0.00%
00093171601,Warfarin Sodium 4MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
62332080720,Tretinoin 0.1% Cream,CREA,1,0.00%,1,0.00%,  24 ,0.00%
08222710031,UltiCare Micro Pen Needles 32G X 4 MM Miscellaneous,MISC,2,0.00%,1,0.00%,  24 ,0.00%
16714008604,Spironolactone 100MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
70677108603,FT Laxative 5MG Tablet Delayed Release,TBEC,6,0.01%,6,0.01%,  24 ,0.00%
66689010650,Chlorhexidine Gluconate 0.12% Solution,SOLN,4,0.00%,4,0.01%,  24 ,0.00%
50090324300,Benazepril HCl 20MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
60505083001,Mometasone Furoate 50MCG/ACT Suspension,SUSP,1,0.00%,1,0.00%,  24 ,0.00%
60687063301,Nitrofurantoin Monohyd Macro 100MG Capsule,CAPS,1,0.00%,1,0.00%,  24 ,0.00%
71093011204,Gabapentin 800MG Tablet,TABS,1,0.00%,1,0.00%,  24 ,0.00%
29300032919,Solifenacin Succinate 10MG Tablet,TABS,3,0.00%,1,0.00%,  23 ,0.00%
00574402450,Erythromycin 5MG/GM Ointment,OINT,1,0.00%,1,0.00%,  23 ,0.00%
68788860201,Naproxen 500MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
68645054154,Finasteride 5MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
67877028890,Finasteride 5MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
31722052590,Finasteride 5MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
16714017302,Atorvastatin Calcium 10MG Tablet,TABS,3,0.00%,1,0.00%,  23 ,0.00%
68788763001,Atorvastatin Calcium 10MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
61919061101,Fluticasone Propionate 50MCG/ACT Suspension,SUSP,1,0.00%,1,0.00%,  23 ,0.00%
68180097509,Levothyroxine Sodium 200MCG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
63323041225,Midazolam HCl 5MG/ML Solution,SOLN,1,0.00%,1,0.00%,  23 ,0.00%
63187026530,Finasteride 5MG Tablet,TABS,2,0.00%,2,0.00%,  23 ,0.00%
57237004390,valACYclovir HCl 1GM Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
67544073674,Allopurinol 100MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
16571011750,Gabapentin 800MG Tablet,TABS,2,0.00%,2,0.00%,  23 ,0.00%
66267066530,Allopurinol 100MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
68788782806,DULoxetine HCl 30MG Capsule Delayed Release Particles,CPEP,2,0.00%,1,0.00%,  23 ,0.00%
63629367105,Cefdinir 300MG Capsule,CAPS,1,0.00%,1,0.00%,  23 ,0.00%
70752015304,Clobetasol Propionate 0.05% Solution,SOLN,1,0.00%,1,0.00%,  23 ,0.00%
21922006122,Clobetasol Propionate 0.05% Solution,SOLN,1,0.00%,1,0.00%,  23 ,0.00%
55111066190,rOPINIRole HCl ER 4MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  23 ,0.00%
76282021418,Sertraline HCl 100MG Tablet,TABS,2,0.00%,1,0.00%,  23 ,0.00%
65862001330,Sertraline HCl 100MG Tablet,TABS,2,0.00%,1,0.00%,  23 ,0.00%
50090317903,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
16714029702,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
65862046930,Losartan Potassium-HCTZ 100-12.5MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
00378064205,predniSONE 20MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
52817036110,Metoprolol Tartrate 50MG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
00904695561,Levothyroxine Sodium 125MCG Tablet,TABS,1,0.00%,1,0.00%,  23 ,0.00%
51672129701,Clobetasol Propionate E 0.05% Cream,CREA,1,0.00%,1,0.00%,  23 ,0.00%
16571069809,Lansoprazole 30MG Capsule Delayed Release,CPDR,2,0.00%,1,0.00%,  23 ,0.00%
59651003247,Ibuprofen 100MG/5ML Suspension,SUSP,4,0.00%,4,0.01%,  23 ,0.00%
71266901001,Phenylephrine HCl (Pressors) 1MG/10ML Solution Prefilled Syringe,SOSY,1,0.00%,1,0.00%,  23 ,0.00%
00121079916,levETIRAcetam 100MG/ML Solution,SOLN,1,0.00%,1,0.00%,  23 ,0.00%
